Year,District,Block_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2015,Idukki,Idukki,7,KAMAKSHY,JOSEPH (REJI MUKKATTU),KC(M),General,General,OpenDataKerala GitHub
2015,Idukki,Idukki,8,THANKAMANY,BIJU KANATHIL,KC(M),SC,SC,OpenDataKerala GitHub
2015,Idukki,Idukki,9,MARIYAPURAM,JALAJA SHAJI,NCP,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Idukki,10,PAINAVU,TINTU SUBHASH,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Idukki,11,MOOLAMATTOM,CHELLAMMA DAMODARN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Idukki,12,KULAMAVU,LEENA AGUSTINE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Idukki,13,VAZHATHOPE,GEORGE V A,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Idukki,Kattappana,1,KANCHIYAR,RAJAN (KANCHIYAR RAJAN),CPI(M),General,General,OpenDataKerala GitHub
2015,Idukki,Kattappana,2,ERATTAYAR,JOSNA JOBIN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Kattappana,3,CHEMPAKAPPARA,KUTTYAMMA SEBASTIAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Kattappana,4,VANDANMEDU,SANDHYA RAJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Kattappana,5,KOCHARA,JOBAN PANOSE,INC,General,General,OpenDataKerala GitHub
2015,Idukki,Kattappana,6,KADASIKADAVU,SABU JOHN,INC,General,General,OpenDataKerala GitHub
2015,Idukki,Kattappana,7,CHAKKUPALLAM,JIJI K PHILIP,CPI,General,General,OpenDataKerala GitHub
2015,Idukki,Kattappana,8,ANAVILASAM,RAJESH KUNJUMOL,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Idukki,Kattappana,9,KALTHOTTY,SALY JOLLY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Kattappana,10,AYYAPPANCOVIL,RAJENDRAN MARIYIL,INC,General,General,OpenDataKerala GitHub
2015,Idukki,Kattappana,11,UPPUTHARA,INDIRA SREENI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Kattappana,12,PASUPPARA,AMBILY V.G,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Kattappana,13,VALACODE,ASHA ANTONY (NIRMAL),CPI,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,1,KUMARAMANGALAM,K.V. JOSE,KC(M),General,General,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,2,EZHALLOOR,SINOJ,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,3,EDAVETTY,SEENA ISMAIL,IUML,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,4,THEKKUMBHAGAM,JIMMY PAUL,CPI(M),General,General,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,5,MUTTOM,ANNAMMA CHERIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,6,THUDANGANADU,PRINCY SOY,KC(S),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,7,KARIMKUNNAM,SATHEESH,CPI,SC,SC,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,8,MRALA,JACOB MATHAI,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,9,PURAPUZHA,JIMMY MATTATHIPARA,KC(M),General,General,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,10,VAZHITHALA,BABY TOM NANDALATHU,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,11,NEDIYASALA,LEELAMMA JOSE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,12,ARIKUZHA,SHINY SHAJI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Thodupuzha,13,MANAKKAD,SHEENA HARIDAS,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,1,VAGAMON,SUDHAKARAN NEELAMBARAN,RSP,General,General,OpenDataKerala GitHub
2015,Idukki,Azhutha,2,ELAPPARA,JAYA MOHANDAS,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,3,THENGAKKAL,LISSY JOY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,4,CHENKARA,JESSY JACOB,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,5,KUMILY,ABDUL RAZAK.K.A,CPI(M),General,General,OpenDataKerala GitHub
2015,Idukki,Azhutha,6,SPRING VALLEY,ALICE SUNNY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,7,VANDIPERIYAR,SELVATHAI.R,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,8,MANCHUMALA,SHAJI PYNADATH,INC,General,General,OpenDataKerala GitHub
2015,Idukki,Azhutha,9,PATTUMALA,NIXON GEORGE,INC,General,General,OpenDataKerala GitHub
2015,Idukki,Azhutha,10,PEERMADE,DINESAN.R,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Idukki,Azhutha,11,AMALAGIRI,LIZYAMMA JOSE,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,12,PERUVANTHANAM,SANDHYAMOL SUBASH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Idukki,Azhutha,13,KOKKAYAR,JIJO.M.R (BIJOPPA),CPI(M),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Paravur,1,MALLIANKARA,K.C.RAJEEV,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Paravur,2,MOOTHAKUNNAM,SAIBA SAJEEV,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Paravur,3,GOTHURUTH,TITUS GOTHURUTH,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Paravur,4,CHENDAMANGALAM,T.D.SUDHEER,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Paravur,5,KOTTAYIL KOVILAKAM,GEETHA SANTHOSH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Paravur,6,MANNAM,REMA SIVASANKARAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Paravur,7,CHERIYAPPILLY,P.P.SHYJA TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Paravur,8,KOONAMMAVU,HARI KANDAMMURI,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Paravur,9,KOTTUVALLY,ADV.YESUDAS PARAPPILLY,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Paravur,10,CHATHANADU,RASMI M.A.,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Paravur,11,EZHIKKARA,SEETHALAKSHMI ANILKUMAR,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Paravur,12,PATTANAM,P.R.SAIJAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Paravur,13,VAVAKKAD,RAJITHA PRABHASANKAR,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,1,MANAKKAPADY,BEENA BABU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,2,KARUMALLOOR,A. N. ASOKAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Alangad,3,VELIYATHUNADU,K.H. SHAHABAS,IUML,General,General,OpenDataKerala GitHub
2015,Ernakulam,Alangad,4,KADUNGALLOOR NORTH,BHADRA DEVI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,5,KADUNGALLOOR WEST,KEERTHI DIVAKARAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,6,MUPPATHADAM CENTRAL,SAJITHA HABEEB,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,7,MUPPATHADAM SOUTH,T.K.SHAJAHAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Alangad,8,PUTHANPALLY,MERCY JOHNY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,9,VARAPPUZHA,K.V. KUNJUMON,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Alangad,10,CHIRAKKAKAM,VIJU JOSEPH,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Alangad,11,KONGORPPILLY,K.M.HAMEED SHA,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Alangad,12,ALANGAD,SREEKALA MADHU,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Alangad,13,ALANGAD WEST,JAYASREE GOPIKRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,1,PALISSERY,AYYAPPAN K.P,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,2,THABORE,VARGHESE T.M,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,3,AYYAMPUZHA,ALPHONSA PAPPACHAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,4,MALAYATTOOR,VANAJA SADANANDAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,5,NADUVATTOM,SHERLY JOSE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,6,MANJAPRA,SIJU ERALY,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,7,KALADY,GEORGE T.P,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,8,PARAPPURAM,VALSA XAVIER,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,9,KANJOOR,SANTHOSH A.A,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,10,MATTOOR,RENNY JOSE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,11,THURAVOOR,ELSY VARGHESE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,12,MOOKKANNUR,GRACY RAPHEL,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Angamaly,13,KARUKUTTY,PAUL P.T,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,1,KOODALAPPADU,SICILY EYOB,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,2,KODANADU,PRAKASH M P,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,3,KRARIYELI,SARALA KRISHNANKUTTY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,4,VENGOOR,SEENA BIJU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,5,ASAMANNOOR,VARGHESE K P,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,6,METHALA,PREETHA SUKU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,7,KEEZHILLAM,MANOJ K C,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,8,PULLUVAZHI,PAUL UTHUP,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,9,RAYAMANGALAM,BINDU GOPALAKRISHNAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,10,MUDAKUZHA,JOBY MATHEW,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,11,ELAMBAKAPILLY,MINI BABU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,12,KOOVAPPADY,MANOJ MOOTHEDAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koovappady,13,OKKAL,GAYATHRI VINOD,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,1,ERUMATHALA,ABDUL AZEEZ M K,CPI,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,2,KEEZHMAD,RAMESHAN,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,3,MARAMPILLY,NOORJAHAN ZAKKEER,IUML,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,4,VANCHINAD,RENESHA AJAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,5,NEDUMTHODU,NAGEENA HASHIM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,6,VENGOLA,JOJI JACOB,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,7,CHELAKKULAM,RAJU MATHARA,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,8,KIZHAKKAMBALAM,MARIAMMA JOHN,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,9,PUKKATTUPADY,RESMY.P.P,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,10,SOUTH VAZHAKULAM,RAMLATH ABDULKHADAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,11,GANDHINAGAR.,M.A.ABDUL KHADER,NCP,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,12,EDATHALA,MUMDHAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,13,NOCHIMA,SWAPNA UNNI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,14,CHOORNIKARA,C.K.JALEEL,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vazhakulam,15,ASOKAPURAM,C.P.NOUSHAD,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Edappally,1,KADAPPURAM,SYAMALA SHIBU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,2,KARTTHEDAM,LILLY ALBERT,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,3,VALIYAKADAMAKUDY,SEENA FRANCIS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,4,KOTHAD,E K PUSHKARAN,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Edappally,5,HEALTH CENTRE,AUGUSTINE JOHNSON,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Edappally,6,VALAM,M R ANTONY,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Edappally,7,CHITTOOR,ROSEY VINCY DERIS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,8,MULAVUKAD NORTH,SELIN CHARLES,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,9,PONNARIMANGALAM,K G MANOJ,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Edappally,10,VALLARPADAM,BINDU SEBASTIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,11,LIGHT HOUSE,V A JOSEPH,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Edappally,12,PUTHUVYPE,NAFEESA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Edappally,13,MALIPPURAM BEACH,K G DONO,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,1,MUNAMBAM,P V LOIS,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,2,PALLIPURAM,DR.K K JOSHI,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,3,AYYAMPILLY,THULASI SOMAN,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Ernakulam,Vypin,4,PAZHANGAD,MINI PURUSHOTHAMAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,5,NAYARAMBALAM EAST,P K RAJU,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Vypin,6,MANATTUPARAMBU,DAISY THOMAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vypin,7,NJARAKAL,PRAIJU FRANCIS,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,8,ARATTUVAZHI,SUJATHA CHANDRABOSE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vypin,9,NAYARAMBALAM WEST,SIJI C C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vypin,10,EDAVANAKAD,M K MANAF,CPI,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,11,KUZHUPPILLY,THANKAMANI SASI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vypin,12,CHERAI,UNNIKRISHNAN A N,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vypin,13,MUNAMBAM BEACH,SUBODHA SHAJI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,1,KATTIPARAMBU,LISSY NELSON,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,2,KUMBALANGHI NORTH,USHA PRADEEP,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,3,ST.JOSEPH CHAPPEL,NELSON KOCHERY,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,4,KUMBALAM NORTH,SHYLAJA RADHAKRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,5,PERUMANA,ADV.DIVYA MIDHUN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,7,PANANGAD SOUTH,LEELA PADMADASAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,8,KUMBALANGHI SOUTH,SOUMYA SUBIN EDEZHATH,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,9,KUMBALANGHI CENTRAL,SAJEEV ANTONY,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,10,CHELLANAM DIVISION,GEORGE,CPI,General,General,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,11,AMBEDKAR COLONY,A K VISWAMBHARAN,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,12,KANDAKADAVU,PUSHPY PONNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Palluruthy,13,KANNAMALI,JOSEPH P X,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,1,CHOTTANIKKARA,N K NISHAD,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,2,ERUVELI,INDIRA DHARMARAJAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,3,MULAMTHURUTHY,SHAJI MADHAVAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,4,MANEED,JAYA SOMAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,5,ARAKKUNNAM,SHINY SAJI,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,6,EDAKKATTUVAYAL,ASHA ACHUTHAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,7,THIRUMARAYUR,RAJEEV SREEDHARAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,8,AMBALLUR,T K MOHANAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,9,KANJIRAMATTAM,BIJU THOMAS,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,10,PERUMPILLI,SUDHA RAJENDRAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,11,POOTHOTTA,JAYAN KUNNEL,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,12,AMEDA,USHA DHANAPALAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Mulanthuruthy,13,UDAYAMPEROOR,OMANA PRAKASHAN,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,1,PALLIKKARA,K.K.RAMESH,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,2,VEMBILLY,GOURI VELAYUDHAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,3,PATTIMATTOM,SHYJA ANIL,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,4,AIRAPURAM,VINODKUMAR K.P.,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,5,MAZHUVANNOOR,LATHA SOMAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,6,KADAYIRIPPU,ADV.SHIJI SIVAJI,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,7,PANCODE,BINISH PULLIATTEL,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,8,KOLENCHERY,N.N.RAJAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,9,POOTHRIKKA,ANI BEN KUNNATH,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,10,THIRUVANIYOOR,BINU T.D,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,11,MATTAKUZHI,AMBILI SHIBU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,12,PUTHENCRUZ,BEENA KURIAKOSE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Vadavucode,13,AMBALAMEDU,GEETHA SUKUMARAN,CPI,General,General,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,1,KOTTAPPADY,SASI NARAYANAN,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,2,BHOOTHATHANKETTU,SUNNY POULOSE,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,3,IDAMALAYAR,SANTHAMMA PIOUS,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,4,KUTTAMPUZHA,SHEELA KRISHNANKUTTY,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,5,KEERAMPARA,JESSY MOLE JOSE,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,6,NERIAMANGALAM,CELIN JOHN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,7,KAVANANGAD,RACHEL BABY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,8,PAINGOTTOOR,SEBASTIAN AUGUSTHY,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,9,POTHANICAD,VINCEN ELLICKAL,CPI,General,General,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,10,PALLARIMANGALAM,ABBAS O E,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,11,VARAPPETTY,ABY ABRAHAM,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,12,CHERUVATTOOR,BINDU JAYAKUMAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,13,NELLIKUZHI,RASHEEDA V M (RASHEEDA SALIM),CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Kothamangalam,14,PINDIMANA,RAJESH A V,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,1,OORAMANA,SUMITH SURENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,2,PAMPAKUDA,O.K.KUTTAPPAN,KC(J),SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,3,MANNATHOOR,V.C.KURIAKOSE,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,4,MOONGAMKUNNU,JAYA BIJUMON,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,5,PALAKKUZHA,REMA K.N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,6,UPPUKANDAM,USHA SREEKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,7,THIRUMARADY,JESSY JOHNY,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,8,MUTHOLAPURAM,BINDHU SIBY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,9,ELANJI,SANTHOSH KORAPILLA,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,10,PERIYAPPURAM,K.G.SHIBU,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,11,ANCHELPETTY,LILLY JOY,KC(J),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,12,MAMALASSERY,SHYAMALA GOPALAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Pampakuda,13,RAMAMANGALAM,JINSON V PAUL,CPI,General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,1,ELANTHIKKARA,K C RAJAPPAN,INC,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,2,KUTHIYATHODE,BINDHU SEBASTIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,3,PARAKKADAVU,S B CHANDRASEKHARA WARRIER,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,4,PULIYANAM,C S RADHAKRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,5,KURUMASSERY,SANGEETHA SURENDRAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,6,VAPPALASSERY,SHIBU MOOLAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,7,SREEMOOLANAGARAM,SINI JOHNY,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,8,SREEMOOLANAGARAM SOUTH,SAJITHA BEERAS,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,9,DESOM,RAJESH MADATHIMOOLA,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,10,NEDUMBASSERY,SANDHYA NARAYANA PILLAI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,11,CHENGAMANAD,ADV. IBRAHIMKUTTY T A,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,12,KUTTIPUZHA,RENJINI AMBUJAKSHAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Parakkadavu,13,PUTHENVELIKKARA,SHEENA SEBASTIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Muvattupuzha,1,TRIKALATHOOR,PAIPRA KRISHNAN,INC,SC,SC,OpenDataKerala GitHub
